folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,aparce,nocos,vendio,uso_hog,uso_prod,deu_hog,deu_neg,pag_trab,uso_reg,uso_int,cicloagr,cantidad,cant_venta,vtapie,valor,preciokg,val_venta
0863219019,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,500, , ,5000,10, 
0863219019,1,01,1,4,02,098,1,2,,2,1,1,2,2,2,2,2,1,100, , ,3000,30, 
0863219019,1,01,1,4,03,026,1,2,,2,2,1,2,2,2,2,2,1,1800, , ,18000,10, 
0863219019,1,01,1,4,04,148,1,2,,1,1,2,2,2,2,2,2,1,2000,1600, ,30000,15,24000
0863219019,1,01,1,4,05,194,1,2,,2,2,1,2,2,2,2,2,1,2500, , ,7500,3, 
0863219019,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,5, , ,30000,6000, 
0863219019,1,01,1,5,02,240,0,1,,2,2,2,2,2,2,2,2,,6, , ,18000,3000, 
0863219020,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,2,300, , ,3000,10, 
0863219020,1,01,1,4,02,098,1,2,,2,1,1,2,2,2,2,2,2,30, , ,900,30, 
0863219020,1,01,1,4,03,170,1,2,,2,1,1,2,2,2,2,2,2,100, , ,2500,25, 
0863219020,1,01,1,4,04,194,1,2,,2,2,1,2,2,2,2,2,2,400, , ,800,2, 
0863219020,1,01,1,4,05,039,1,2,,2,1,2,2,2,2,2,2,2,10, , ,150,1, 
0863219020,1,01,1,5,01,244,0,2,,2,1,2,2,2,2,2,2,,10, , ,6000,600, 
0863219020,1,01,1,5,02,283,0,2,,2,1,2,2,2,2,2,2,,336, , ,5040,15, 
0863219020,1,01,1,5,03,250,0,2,,2,1,2,2,2,2,2,2,,15, , ,1500,100, 
0863219020,1,01,1,5,04,279,0,2,,1,1,2,2,2,2,2,2,,30,2, ,2700,90,260
0863219020,1,01,1,5,05,251,0,2,,2,2,2,2,2,2,2,2,,30, , ,650,130, 
0863219021,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,2,100, , ,1000,10, 
0863219021,1,01,1,4,02,098,1,2,,2,1,1,2,2,2,2,2,2,50, , ,1750,35, 
0863219021,1,01,1,4,03,170,1,2,,2,1,1,2,2,2,2,2,2,700, , ,1500,25, 
0863219021,1,01,1,4,04,194,1,2,,2,2,1,2,2,2,2,2,2,700, , ,1400,2, 
0863219021,1,01,1,5,01,244,0,2,,2,1,2,2,2,2,2,2,,15, , ,9000,600, 
0863219021,1,01,1,5,02,283,0,2,,2,1,2,2,2,2,2,2,,336, , ,8400,25, 
0863219022,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,1000, , ,10000,10, 
0863219022,1,01,1,4,02,098,1,2,,2,1,1,2,2,2,2,2,1,250, , ,7500,30, 
0863219022,1,01,1,4,03,170,1,2,,1,1,1,2,2,2,2,2,1,250,100, ,6250,25,2500
0863219022,1,01,1,4,04,039,2,2,3,,,,,,,,,, , , , , , 
0863219022,1,01,1,4,05,194,1,2,,2,2,1,2,2,2,2,2,1,500, , ,1000,3, 
0863219022,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,4, , ,24000,6000, 
0863219022,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,2, , ,8000,4000, 
0863219022,1,01,1,5,03,294,0,2,,1,1,2,2,2,2,2,2,,30,2, ,15000,500,1000
0863219022,1,01,1,5,04,283,0,2,,2,1,2,2,2,2,2,2,,672, , ,10080,15, 
0863219023,1,01,1,4,01,140,1,2,,1,1,1,2,2,2,2,2,1,2400,900, ,24000,10,9000
0863219023,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,15, , ,375,25, 
0863219023,1,01,1,4,03,098,1,2,,2,1,1,2,2,2,2,2,1,20, , ,800,40, 
0863219023,1,01,1,4,04,087,1,2,,2,1,2,2,2,2,2,2,1,10, , ,250,25, 
0863219023,1,01,1,4,05,194,1,2,,2,2,1,2,2,2,2,2,1,600, , ,1800,3, 
0863219023,1,01,1,4,06,040,1,2,,2,1,2,2,2,2,2,2,2,10, , ,100,10, 
0863219023,1,01,1,4,07,095,1,2,,2,1,2,2,2,2,2,2,2,5, , ,100,20, 
0863219023,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,5,1, ,35000,7000,7000
0863219023,1,01,1,5,02,240,0,2,,2,2,2,2,2,2,2,2,,2, , ,10000,5000, 
0863219023,1,01,1,5,03,251,0,2,,2,2,2,2,2,2,2,2,,2, , ,200,100, 
0863219023,1,01,1,5,04,250,0,2,,1,1,2,2,2,2,2,2,,40,20, ,4000,100,2000
0863219023,1,01,1,5,05,263,0,2,,2,2,2,2,2,2,2,2,,20, , ,1600,80, 
0863219023,1,01,1,5,06,279,0,2,,2,1,2,2,2,2,2,2,,3, , ,1500,50, 
0863219024,1,01,1,4,01,140,1,2,,1,1,1,2,2,2,2,2,2,50,10, ,500,10,100
0863219024,1,01,1,4,02,098,1,2,,1,1,1,2,2,2,2,2,2,50,10, ,1750,35,350
0863219024,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,2,210, , ,420,2, 
0863219024,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,7, , ,42000,6000, 
0863219024,1,01,1,5,02,240,0,2,,1,2,2,2,2,2,2,2,,1,1, ,12000,4000,4000
0863219301,1,01,2,4,01,140,1,2,,2,1,1,2,2,2,2,2,2,200, , ,1400,7, 
0863219301,1,01,2,4,02,098,1,2,,2,1,1,2,2,2,2,2,2,50, , ,400,8, 
0863219301,1,01,2,4,03,088,1,2,,2,1,2,2,2,2,2,2,2,16, , ,480,30, 
0863219301,1,01,2,4,04,087,1,2,,2,1,2,2,2,2,2,2,1,5, , ,150,30, 
0863219301,1,01,2,4,05,194,1,2,,2,2,1,2,2,2,2,2,2,200, , ,1500,7.5, 
0863219301,1,01,2,5,01,250,0,2,,1,1,2,2,2,2,1,2,,20,2, ,2000,100,200
0863219301,1,01,2,5,02,279,0,2,,2,1,2,2,2,2,2,2,,200, , ,1000,5, 
0863219301,1,02,1,4,01,140,1,2,,1,1,1,2,2,2,2,2,2,1500,100, ,20000,13,2000
0863219301,1,02,1,4,02,098,1,2,,2,1,1,2,2,2,2,2,2,150, , ,7500,50, 
0863219301,1,02,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,2,400, , ,10000,25, 
0863219302,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,2,750, , ,11250,15, 
0863219302,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,2,10, , ,250,25, 
0863219302,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,2,200, , ,600,5, 
0863219302,1,01,1,4,04,098,1,2,,2,1,2,2,2,2,2,2,2,50, , ,2000,40, 
0863219302,1,01,1,4,05,087,1,2,,2,1,2,2,2,2,2,2,2,10, , ,200,20, 
0863219303,1,01,2,4,01,140,2,2,1,,,,,,,,,, , , , , , 
0863219303,1,01,2,4,02,098,2,2,1,,,,,,,,,, , , , , , 
0863219304,1,01,1,4,01,140,1,2,,1,1,2,2,2,2,2,2,2,5000,2500, ,75000,15,37500
0863219304,1,01,1,4,02,098,1,2,,1,1,2,2,2,2,2,2,2,120,60, ,4800,40,2400
0863219304,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,2,300, , ,600,3, 
0863219507,1,01,2,4,01,140,1,2,,2,1,1,2,2,2,2,2,2,300, , ,2400,8, 
0863219507,1,01,2,4,02,088,1,2,,2,1,2,2,2,2,2,2,1,20, , ,400,20, 
0863219507,1,01,2,4,03,098,1,2,,2,1,2,2,2,2,1,2,1,50, , ,1750,35, 
0863219507,1,01,2,4,04,087,1,2,,2,1,2,2,2,2,1,2,1,20, , ,350,35, 
0863219507,1,01,2,4,05,194,1,2,,2,2,2,2,2,2,2,2,1,90, , ,90,1, 
0863219507,1,01,2,4,06,039,1,2,,2,1,2,2,2,2,1,2,1,12, , ,300,25, 
0863219507,1,01,2,4,07,148,1,2,,2,1,2,2,2,2,2,2,1,150, , ,420,2.8, 
0863219507,1,01,2,4,08,085,1,2,,2,1,2,2,2,2,2,2,1,50, , ,150,3, 
0863219507,1,01,2,4,09,176,1,2,,2,1,2,2,2,2,1,2,1,50, , ,1250,25, 
0863219507,1,01,2,4,10,153,1,2,,1,1,2,2,2,2,2,2,1,73,70, ,438,6,420
0863219509,1,01,1,4,01,098,1,2,,2,1,1,2,2,2,1,2,1,60, , ,2400,40, 
0863219509,1,01,1,4,02,088,1,2,,2,2,2,2,2,2,2,2,1,4, , ,140,35, 
0863219509,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,1,30, , ,30,1, 
0863219509,1,01,1,4,04,085,1,2,,2,1,2,2,2,2,2,2,1,20, , ,800,40, 
0863219509,1,01,1,4,05,055,1,2,,2,1,2,2,2,2,2,2,1,2, , ,70,35, 
0863219509,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,3, , ,18000,6000, 
0863219509,1,01,1,5,02,258,0,2,,2,2,2,2,2,2,2,2,,1, , ,9000,9000, 
0863219509,1,01,1,5,03,240,0,2,,2,2,2,2,2,2,2,2,,1, , ,5000,5000, 
0863219511,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,100, , ,1000,10, 
0863219511,1,01,1,4,02,088,1,2,,2,1,2,2,2,2,2,2,1,30, , ,600,20, 
0863219511,1,01,1,4,03,098,1,2,,2,1,1,2,2,2,2,2,1,40, , ,1400,35, 
0863219511,1,01,1,4,04,087,1,2,,2,1,2,2,2,2,2,2,1,1, , ,35,35, 
0863219511,1,01,1,4,05,194,1,2,,2,2,1,2,2,2,2,2,1,50, , ,50,1, 
0863219511,1,01,1,4,06,039,1,2,,2,1,2,2,2,2,2,2,1,3, , ,90,30, 
0863219511,1,01,1,4,07,095,1,2,,2,1,2,2,2,2,2,2,1,2, , ,40,20, 
0863219511,1,01,1,4,08,176,1,2,,2,1,2,2,2,2,2,2,1,20, , ,400,20, 
0863219511,1,01,1,4,09,085,1,2,,2,1,2,2,2,2,2,2,1,10, , ,100,10, 
0863219511,1,01,1,4,10,148,1,2,,1,1,2,2,2,2,2,2,1,1775,1750, ,4970,2.8,4900
0863219511,1,01,1,4,11,161,1,2,,2,1,2,2,2,2,2,2,1,10, , ,250,25, 
0863219511,1,01,1,5,01,267,0,2,,2,2,2,2,2,2,2,2,,2, , ,18000,9000, 
0863219511,1,01,1,5,02,268,0,2,,2,2,2,2,2,2,2,2,,3, , ,21000,7000, 
0863219511,1,01,1,5,03,269,0,2,,2,2,2,2,2,2,2,2,,1, , ,6000,6000, 
0863219511,1,01,1,5,04,240,0,2,,2,2,2,2,2,2,2,2,,3, , ,13000,4333, 
0863219814,1,01,1,4,01,140,1,2,,1,1,1,2,2,2,2,2,1,400,100, ,2000,5,500
0863219814,1,01,1,4,02,194,1,2,,2,2,1,2,2,2,2,2,1,400, , ,2000,5, 
0863219814,1,01,1,5,01,268,0,2,,1,2,2,2,2,2,2,2,,4,1, ,28000,7000,7000
0863219814,1,01,1,5,02,250,0,2,,2,1,2,2,2,2,2,2,,7, , ,210,30, 
0863219814,1,01,1,5,03,279,0,2,,2,1,2,2,2,2,1,2,,730, , ,2190,3, 
0863219815,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,150, , ,1200,8, 
0863219815,1,01,1,4,02,194,1,2,,2,2,2,2,2,2,1,2,1,100, , ,500,5, 
0863219815,1,01,1,4,03,098,1,2,,2,1,1,2,2,2,2,2,1,50, , ,1250,25, 
0863219815,1,01,1,4,04,026,2,2,1,,,,,,,,,, , , , , , 
0863219816,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,48, , ,240,5, 
0863219816,1,01,1,4,02,098,1,2,,2,1,1,2,2,2,2,2,1,30, , ,720,24, 
0863219816,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,1,30, , ,300,10, 
0863219817,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,200, , ,1600,800, 
0863219817,1,01,1,4,02,170,1,2,,2,1,2,2,2,2,2,2,1,20, , ,800,4000, 
0863219817,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,1,100, , ,1000,1000, 
0863220020,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,2,2,1,600, , ,6000,10, 
0863220020,1,01,1,4,03,170,1,2,,2,1,2,2,2,2,2,2,1,120, , ,3600,30, 
0863220020,1,01,1,4,04,194,1,2,,2,2,1,2,2,2,2,2,1,60, , ,240,4, 
0863220020,1,01,1,4,05,098,2,2,2,,,,,,,,,, , , , , , 
0863220020,1,01,1,5,01,250,0,2,,2,1,2,2,2,2,2,2,,20, , ,1600,80, 
0863220020,1,01,1,5,02,263,0,2,,2,2,2,2,2,2,1,2,,30, , ,600,20, 
0863220020,1,01,1,5,03,279,0,2,,2,1,2,2,2,2,2,2,,66, , ,4380,66.36, 
0863220021,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,1,400, , ,2000,8, 
0863220021,1,01,1,4,02,098,2,2,2,,,,,,,,,, , , , , , 
0863220021,1,01,1,4,03,026,2,2,2,,,,,,,,,, , , , , , 
0863220021,1,01,1,4,04,194,1,2,,2,2,1,2,2,2,2,2,1,800, , ,1000,1.25, 
0863220021,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,5, , ,50000,10000, 
0863220021,1,01,1,5,02,243,0,2,,2,2,2,2,2,2,2,2,,1, , ,12000,12000, 
0863220021,1,01,1,5,03,271,0,2,,2,2,2,2,2,2,2,2,,2, , ,24000,12000, 
0863220021,1,01,1,5,04,250,0,2,,2,2,2,2,2,2,2,2,,15, , ,1050,70, 
0863220021,1,01,1,5,05,251,0,2,,2,2,2,2,2,2,2,2,,5, , ,350,70, 
0863220021,1,01,1,5,06,262,0,2,,2,2,2,2,2,2,2,2,,1, , ,5,5, 
0863220021,1,01,1,5,07,279,0,2,,2,1,2,2,2,2,1,2,,14, , ,840,60, 
0863220021,1,02,1,4,01,212,1,2,,1,1,2,2,2,2,2,2,2,50,40, ,2500,50,2000
0863220021,1,02,1,4,02,211,1,2,,1,1,2,2,2,2,2,2,2,65,50, ,3250,50,2500
0863220021,1,02,1,4,03,161,1,2,,2,1,2,2,2,2,2,2,2,50, , ,1000,50, 
0863220021,1,02,1,4,04,079,1,2,,2,1,2,2,2,2,2,2,2,30, , ,1500,50, 
0863220023,1,01,1,4,01,098,2,2,3,,,,,,,,,, , , , , , 
0863220023,1,01,1,4,02,140,1,2,,2,1,1,2,2,2,2,2,1,60, , ,720,12, 
0863220023,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,1,600, , ,3000,5, 
0863220023,1,01,1,5,01,250,0,2,,1,2,2,2,2,2,2,2,,45,15, ,2700,60,900
0863220023,1,01,1,5,02,279,0,2,,2,1,2,2,2,2,2,2,,329, , ,16425,50, 
0863220024,1,01,1,4,01,098,1,2,,2,1,2,2,2,2,2,2,1,15, , ,525,35, 
0863220024,1,01,1,4,02,170,1,2,,2,1,2,2,2,2,2,2,1,10, , ,250,25, 
0863220024,1,01,1,4,03,140,1,2,,2,1,2,2,2,2,2,2,1,90, , ,1350,15, 
0863220024,1,01,1,4,04,194,1,2,,2,2,1,2,2,2,2,2,1,200, , ,800,4, 
0863220301,1,01,1,4,01,140,2,2,2,,,,,,,,,, , , , , , 
0863220301,1,01,1,4,02,194,1,2,,2,2,1,2,2,2,2,2,1,210, , ,700,10, 
0863220301,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,2, , ,12000,6000, 
0863220301,1,01,1,5,02,240,0,2,,1,2,2,2,2,2,2,2,,2,1, ,10000,5000,6000
0863220302,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,1,2,1,300, , ,3000,10, 
0863220302,1,01,1,4,02,194,1,2,,2,2,1,2,2,2,2,2,1,700, , ,15,1.5, 
0863220302,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,2, , ,16000,8000, 
0863220302,1,01,1,5,02,269,0,2,,2,2,2,2,2,2,2,2,,1, , ,8000,8000, 
0863220302,1,01,1,5,03,240,0,2,,1,2,2,2,2,2,2,2,,3,1, ,21500,6000,9500
0863220303,1,01,1,4,01,140,1,2,,1,1,1,2,2,2,2,2,1,900,300, ,9000,10,3000
0863220303,1,01,1,4,02,194,1,2,,2,2,2,2,2,2,1,2,1,600, , ,4800,8, 
0863220303,1,01,1,4,03,085,2,2,1,,,,,,,,,, , , , , , 
0863220303,1,01,1,4,04,148,2,2,1,,,,,,,,,, , , , , , 
0863220303,1,01,1,4,05,104,2,2,1,,,,,,,,,, , , , , , 
0863220303,1,01,1,4,06,153,2,2,1,,,,,,,,,, , , , , , 
0863220303,1,01,1,4,07,067,2,2,1,,,,,,,,,, , , , , , 
0863220303,1,01,1,4,08,161,2,2,1,,,,,,,,,, , , , , , 
0863220303,1,01,1,4,09,004,2,2,1,,,,,,,,,, , , , , , 
0863220303,1,01,1,4,10,079,2,2,1,,,,,,,,,, , , , , , 
0863220303,1,01,1,5,01,251,0,2,,2,1,2,2,2,2,1,2,,4, , ,400,100, 
0863220303,1,01,1,5,02,250,0,2,,1,2,2,2,2,2,2,2,,7,2, ,700,100,160
0863220303,1,01,1,5,03,263,0,2,,2,2,2,2,2,2,2,2,,1, , ,40,40, 
0863220303,1,01,1,5,04,262,0,2,,2,2,2,2,2,2,2,2,,1, , ,20,20, 
0863220303,1,01,1,5,05,279,0,2,,1,1,2,2,2,2,1,2,,437,234, ,2016,3,1080
0863220304,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,1,2,1,200, , ,2000,10, 
0863220304,1,01,1,4,02,098,1,2,,2,1,2,2,2,2,2,2,1,10, , ,250,25, 
0863220304,1,01,1,4,03,194,1,2,,1,2,2,2,2,2,2,2,1,750,750, ,2500,2,700
0863220304,1,01,1,4,04,040,1,2,,2,1,1,2,2,2,1,2,1,40, , ,400,10, 
0863220305,1,01,1,4,01,140,1,2,,2,1,1,2,2,2,1,2,1,300, , ,3000,1000, 
0863220305,1,01,1,4,02,098,1,2,,2,1,2,2,2,2,2,2,1,40, , ,1000,2500, 
0863220305,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,1,5000, , ,7500,1500, 
0863220305,1,01,1,4,04,040,1,2,,2,1,1,2,2,2,1,2,1,280, , ,2800,1000, 
0863220305,1,01,1,4,05,079,1,2,,2,1,2,2,2,2,1,2,1,20, , ,600,2500, 
0863220305,1,01,1,4,06,211,1,2,,2,1,2,2,2,2,1,2,1,20, , ,500,2500, 
0863220305,1,01,1,4,07,054,1,2,,2,1,1,2,2,2,1,2,1,3, , ,90,3000, 
0863220305,1,01,1,5,01,244,0,2,,1,1,2,2,2,2,2,2,,13,1, ,8300,63800,500
0863220305,1,01,1,5,02,274,0,2,,2,2,2,2,2,2,2,2,,8, , ,2200,27500, 
0863220305,1,01,1,5,03,283,0,2,,2,2,2,2,2,2,2,2,,24, , ,600,2500, 
0863220305,1,01,1,5,04,251,0,2,,2,2,2,2,2,2,2,2,,1, , ,100,100, 
0863220305,1,01,1,5,05,250,0,2,,2,2,2,2,2,2,2,2,,5, , ,350,7000, 
0863220305,1,01,1,5,06,263,0,2,,2,1,2,2,2,2,2,2,,3, , ,150,5000, 
0863220305,1,01,1,5,07,262,0,2,,2,2,2,2,2,2,2,2,,1, , ,35,3500, 
0863220306,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,1,20, , ,100,700, 
0863220306,1,01,1,4,02,194,1,2,,2,2,1,2,2,2,2,2,1,160, , ,800,500, 
0863220306,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,1, , ,4000,4000, 
0863220607,1,01,1,4,01,140,2,2,3,,,,,,,,,, , , , , , 
0863220607,1,01,1,4,02,098,2,2,3,,,,,,,,,, , , , , , 
0863220607,1,01,1,4,03,170,2,2,3,,,,,,,,,, , , , , , 
0863220607,1,01,1,4,04,040,1,2,,2,1,2,2,2,2,2,2,1,150, , ,250,160, 
0863220609,1,02,1,4,01,140,1,2,,1,1,2,2,2,2,2,2,3,500,250, ,3000,6,1500
0863220609,1,02,1,4,02,098,1,2,,2,1,2,2,2,2,2,2,3,200, , ,4800,24, 
0863220609,1,02,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,3,100, , ,1000,10, 
0863220609,1,02,1,4,04,140,2,2,1,,,,,,,,,, , , , , , 
0863220609,1,02,1,4,05,035,2,2,1,,,,,,,,,, , , , , , 
0863220611,1,02,1,4,01,140,2,2,2,,,,,,,,,, , , , , , 
0863220611,1,02,1,4,02,098,2,2,2,,,,,,,,,, , , , , , 
0863220611,1,02,1,4,03,194,2,2,6,,,,,,,,,, , , , , , 
0863220611,1,02,1,5,01,250,0,2,,2,2,2,2,2,2,2,2,,40, , ,2800,7000, 
0863220611,1,02,1,5,02,279,0,2,,2,1,2,2,2,2,1,2,,4380, , ,13140,300, 
0863220813,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,2,100, , ,1200,12, 
0863220813,1,01,1,4,02,194,1,2,,2,2,2,2,2,2,1,2,2,100, , ,200,2, 
0863220814,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,1,2,2,120, , ,1440,12, 
0863220814,1,01,1,4,02,098,1,2,,2,1,2,1,2,2,2,2,2,25, , ,700,28, 
0863220814,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,2,200, , ,800,4, 
0863220814,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,2, , ,13000,6500, 
0863220815,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,2,250, , ,2000,8, 
0863220815,1,01,1,4,02,098,2,2,3,,,,,,,,,, , , , , , 
0863220815,1,01,1,4,03,194,1,2,,2,2,1,2,2,2,2,2,2,2500, , ,5000,2, 
0863220815,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,3, , ,15000,5000, 
0863220815,1,01,1,5,02,250,0,2,,2,2,2,2,2,2,2,2,,11, , ,1100,100, 
0863220815,1,01,1,5,03,243,0,2,,2,2,2,2,2,2,2,2,,1, , ,15000,15000, 
0863220815,1,01,1,5,04,242,0,2,,2,2,2,2,2,2,2,2,,2, , ,2000,1000, 
0863220815,1,01,1,5,05,279,0,2,,2,1,2,2,2,2,2,2,,40, , ,2800,70, 
0863220817,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,2,240, , ,1680,7, 
0863220817,1,01,1,4,02,098,1,2,,2,1,2,2,2,2,2,2,2,50, , ,1500,30, 
0863220817,1,01,1,4,03,194,2,2,6,,,,,,,,,, , , , , , 
0863220817,1,01,1,5,01,250,0,2,,2,1,2,2,2,2,2,2,,13, , ,650,50, 
0863220817,1,01,1,5,02,279,0,2,,2,1,2,2,2,2,2,2,,40, , ,1600,40, 
0863221202,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,2,600, , ,1650,2.76, 
0863221202,1,01,1,4,02,194,1,2,,1,2,2,2,2,2,2,2,2,1500,1500, ,12500,25,12500
0863221202,1,01,1,4,03,098,1,2,,2,1,2,2,2,2,2,2,2,50, , ,2300,46, 
0863221202,1,01,1,4,04,140,2,2,1,,,,,,,,,, , , , , , 
0863221202,1,01,1,4,05,098,2,2,1,,,,,,,,,, , , , , , 
0863221204,1,02,1,6,01,407,0,2,,1,2,2,2,2,2,2,2,,120,120, ,120000,1000,120000
0863221510,1,01,1,4,01,098,2,2,1,,,,,,,,,, , , , , , 
0863221510,1,01,1,4,02,194,2,2,1,,,,,,,,,, , , , , , 
0863221510,1,01,1,5,01,268,0,2,,2,2,2,2,2,2,2,2,,5, , ,40000,8000, 
0863221510,1,01,1,5,02,240,0,2,,1,2,2,2,2,2,2,2,,1,1, ,7000,7000,7000
0863221511,1,02,1,4,01,098,1,2,,1,1,2,2,2,2,2,2,1,400,80, ,10000,25,2000
0863221511,1,02,1,4,02,200,1,2,,2,2,1,2,2,2,2,2,1,400, , ,4000,10, 
0863221511,1,02,1,4,03,212,1,2,,1,1,2,2,2,2,2,2,1,2000,150, ,5000,25,3875
0863221511,1,02,1,4,04,140,1,2,,2,1,2,2,2,2,2,2,1,500, , ,3000,6, 
0863221511,1,02,1,4,05,026,1,2,,2,2,1,2,2,2,2,2,1,440, , ,2640,6, 
0863221511,1,02,1,4,06,194,1,2,,2,2,1,2,2,2,2,2,3,500, , ,1000,2, 
0863221511,1,02,1,5,01,268,0,2,,2,1,2,2,2,2,2,2,,15, , ,150000,10000, 
0863221511,1,02,1,5,02,243,0,2,,2,2,2,2,2,2,2,2,,1, , ,15000,15000, 
0863221511,1,02,1,5,03,242,0,2,,2,2,2,2,2,2,2,2,,1, , ,2000,2000, 
0863221511,1,02,1,5,04,240,0,2,,1,2,2,2,2,2,2,2,,7,3, ,70000,10000,30000
0863221715,1,01,1,4,01,085,2,2,1,,,,,,,,,, , , , , , 
0863221715,1,01,1,4,02,161,2,2,1,,,,,,,,,, , , , , , 
0863221922,1,01,1,4,01,140,1,2,,2,1,2,2,2,2,2,2,2,1400, , ,9800,700, 
0863221922,1,01,1,4,02,098,1,2,,2,1,2,2,2,2,2,2,2,900, , ,27000,3000, 
0863221922,1,01,1,4,03,194,1,2,,1,2,2,2,2,2,2,2,2,600,6000, ,6000,100,6000
0863221923,1,01,1,4,01,140,2,2,3,,,,,,,,,, , , , , , 
0863221923,1,01,1,4,02,098,2,2,3,,,,,,,,,, , , , , , 
0863221923,1,01,1,5,01,244,0,2,,1,2,2,2,2,2,2,2,,14,7, ,14000,1000,7000
0863221923,1,01,1,5,02,274,0,2,,1,2,2,2,2,2,2,2,,10,5, ,5000,500,2500
0863221924,1,01,2,4,01,140,1,2,,2,1,2,2,2,2,2,2,2,1000, , ,7000,700, 
0863221924,1,01,2,4,02,098,1,2,,2,1,2,2,2,2,2,2,2,200, , ,6000,3000, 
0863221924,1,01,2,4,03,200,1,2,,2,2,1,2,2,2,2,2,2,6000, , ,12000,200, 
0863221924,1,01,2,4,04,194,1,2,,2,2,1,2,2,2,2,2,2,5000, , ,5000,100, 
0863221924,1,01,2,5,01,268,0,2,,2,2,2,2,2,2,2,2,,9, , ,72000,8000, 
0863221924,1,01,2,5,02,240,0,2,,1,2,2,2,2,2,2,2,,5,3, ,25000,50000,15000
0913413201,1,02,1,4,01,161,1,2,,1,1,2,2,2,2,1,1,3,8330,6800, ,50000,5,48325
0913414405,1,01,1,4,01,161,1,1,,1,2,2,2,2,2,2,2,3,48000,43200, ,250000,5.2,325000
0913489405,1,01,2,5,01,250,0,2,,2,1,2,2,2,2,2,2,,12, , ,900,200, 
0913489405,1,01,2,5,02,248,0,2,,2,1,2,2,2,2,2,2,,5, , ,100,100, 
0913489405,1,01,2,5,03,279,0,2,,2,1,2,2,2,2,2,2,,52, , ,2340,50, 
0963618407,1,01,2,4,01,161,1,2,,1,1,2,2,2,2,2,2,3,2500,2500, ,7000,20,7000
0963618613,1,01,1,4,01,039,1,2,,1,2,2,2,2,2,2,2,3,500,500, ,20000,40,20000
0963618613,1,01,1,4,02,095,1,2,,1,2,2,2,2,2,2,2,1,1600,1600, ,28000,50,40000
0963618923,1,01,1,4,01,161,1,2,,1,2,2,2,2,2,2,2,3,4600,4600, ,78900,12.8,78900
0963620714,1,01,1,4,01,161,1,2,,1,2,2,2,2,2,2,2,3,10200,10200, ,204000,20,204000
0963622713,1,01,1,6,01,332,0,,,1,2,2,2,2,2,2,2,,20,20, ,2400,20,2400
0963622713,1,01,1,6,02,385,0,,,1,2,2,2,2,2,2,2,,20,20, ,2400,20,2400
0963622713,1,01,1,6,03,397,0,,,1,2,2,2,2,2,2,2,,20,20, ,2400,20,2400
